age_in_months,gender,bmi_percentile,bmi
93.5,male,0.95,19.82652
94.5,male,0.95,19.9062
95.5,male,0.95,19.98668
96.5,male,0.95,20.06793
97.5,male,0.95,20.1499
98.5,male,0.95,20.23256
99.5,male,0.95,20.31587
100.5,male,0.95,20.39979
101.5,male,0.95,20.48429
102.5,male,0.95,20.56933
103.5,male,0.95,20.65487
104.5,male,0.95,20.74089
105.5,male,0.95,20.82733
106.5,male,0.95,20.91417
107.5,male,0.95,21.00138
108.5,male,0.95,21.08893
109.5,male,0.95,21.17677
110.5,male,0.95,21.26488
111.5,male,0.95,21.35323
112.5,male,0.95,21.44178
113.5,male,0.95,21.53051
114.5,male,0.95,21.61938
115.5,male,0.95,21.70837
116.5,male,0.95,21.79745
117.5,male,0.95,21.88659
118.5,male,0.95,21.97576
119.5,male,0.95,22.06494
120.5,male,0.95,22.15409
121.5,male,0.95,22.2432
122.5,male,0.95,22.33224
123.5,male,0.95,22.42118
124.5,male,0.95,22.51
125.5,male,0.95,22.59868
126.5,male,0.95,22.68719
127.5,male,0.95,22.77551
128.5,male,0.95,22.86363
129.5,male,0.95,22.95151
130.5,male,0.95,23.03915
131.5,male,0.95,23.12651
132.5,male,0.95,23.21358
133.5,male,0.95,23.30035
134.5,male,0.95,23.38679
135.5,male,0.95,23.47289
136.5,male,0.95,23.55863
137.5,male,0.95,23.644
138.5,male,0.95,23.72897
139.5,male,0.95,23.81354
140.5,male,0.95,23.89769
141.5,male,0.95,23.98141
142.5,male,0.95,24.06469
143.5,male,0.95,24.1475
144.5,male,0.95,24.22985
145.5,male,0.95,24.31172
146.5,male,0.95,24.3931
147.5,male,0.95,24.47397
148.5,male,0.95,24.55434
149.5,male,0.95,24.6342
150.5,male,0.95,24.71352
151.5,male,0.95,24.79232
152.5,male,0.95,24.87058
153.5,male,0.95,24.94829
154.5,male,0.95,25.02545
155.5,male,0.95,25.10206
156.5,male,0.95,25.17811
157.5,male,0.95,25.2536
158.5,male,0.95,25.32853
159.5,male,0.95,25.40289
160.5,male,0.95,25.47668
161.5,male,0.95,25.5499
162.5,male,0.95,25.62256
163.5,male,0.95,25.69464
164.5,male,0.95,25.76616
165.5,male,0.95,25.83712
166.5,male,0.95,25.90751
167.5,male,0.95,25.97734
168.5,male,0.95,26.04662
169.5,male,0.95,26.11535
170.5,male,0.95,26.18353
171.5,male,0.95,26.25117
172.5,male,0.95,26.31828
173.5,male,0.95,26.38485
174.5,male,0.95,26.45091
175.5,male,0.95,26.51646
176.5,male,0.95,26.58151
177.5,male,0.95,26.64606
178.5,male,0.95,26.71014
179.5,male,0.95,26.77374
180.5,male,0.95,26.83688
181.5,male,0.95,26.89958
182.5,male,0.95,26.96184
183.5,male,0.95,27.02368
184.5,male,0.95,27.08511
185.5,male,0.95,27.14616
186.5,male,0.95,27.20683
187.5,male,0.95,27.26714
188.5,male,0.95,27.3271
189.5,male,0.95,27.38675
190.5,male,0.95,27.44609
191.5,male,0.95,27.50514
192.5,male,0.95,27.56393
193.5,male,0.95,27.62247
194.5,male,0.95,27.68078
195.5,male,0.95,27.7389
196.5,male,0.95,27.79683
197.5,male,0.95,27.85461
198.5,male,0.95,27.91225
199.5,male,0.95,27.96979
200.5,male,0.95,28.02724
201.5,male,0.95,28.08464
202.5,male,0.95,28.142
203.5,male,0.95,28.19937
204.5,male,0.95,28.25676
205.5,male,0.95,28.3142
206.5,male,0.95,28.37173
207.5,male,0.95,28.42937
208.5,male,0.95,28.48716
209.5,male,0.95,28.54513
210.5,male,0.95,28.6033
211.5,male,0.95,28.66171
212.5,male,0.95,28.72041
213.5,male,0.95,28.77941
214.5,male,0.95,28.83875
215.5,male,0.95,28.89848
216.5,male,0.95,28.95862
217.5,male,0.95,29.01921
218.5,male,0.95,29.0803
219.5,male,0.95,29.14191
220.5,male,0.95,29.20409
221.5,male,0.95,29.26687
222.5,male,0.95,29.3303
223.5,male,0.95,29.39442
224.5,male,0.95,29.45926
225.5,male,0.95,29.52487
226.5,male,0.95,29.5913
227.5,male,0.95,29.65857
228.5,male,0.95,29.72674
229.5,male,0.95,29.79585
230.5,male,0.95,29.86595
231.5,male,0.95,29.93707
232.5,male,0.95,30.00927
233.5,male,0.95,30.08258
234.5,male,0.95,30.15706
235.5,male,0.95,30.23276
236.5,male,0.95,30.30971
237.5,male,0.95,30.38797
238.5,male,0.95,30.46758
239.5,male,0.95,30.54859
240,male,0.95,30.58964
240.5,male,0.95,30.63106
24,female,0.95,19.10624
24.5,female,0.95,19.05824
25.5,female,0.95,18.96595
26.5,female,0.95,18.87853
27.5,female,0.95,18.79591
28.5,female,0.95,18.718
29.5,female,0.95,18.64472
30.5,female,0.95,18.57599
31.5,female,0.95,18.51173
32.5,female,0.95,18.45187
33.5,female,0.95,18.39632
34.5,female,0.95,18.345
35.5,female,0.95,18.29784
36.5,female,0.95,18.25475
37.5,female,0.95,18.21567
38.5,female,0.95,18.18051
39.5,female,0.95,18.14919
40.5,female,0.95,18.12165
41.5,female,0.95,18.09781
42.5,female,0.95,18.07759
43.5,female,0.95,18.06093
44.5,female,0.95,18.04775
45.5,female,0.95,18.03799
46.5,female,0.95,18.03158
47.5,female,0.95,18.02844
48.5,female,0.95,18.02851
49.5,female,0.95,18.03174
50.5,female,0.95,18.03805
51.5,female,0.95,18.04738
52.5,female,0.95,18.05967
53.5,female,0.95,18.07486
54.5,female,0.95,18.09289
55.5,female,0.95,18.1137
56.5,female,0.95,18.13722
57.5,female,0.95,18.16341
58.5,female,0.95,18.19221
59.5,female,0.95,18.22355
60.5,female,0.95,18.25738
61.5,female,0.95,18.29365
62.5,female,0.95,18.3323
63.5,female,0.95,18.37327
64.5,female,0.95,18.41651
65.5,female,0.95,18.46197
66.5,female,0.95,18.50959
67.5,female,0.95,18.55932
68.5,female,0.95,18.61111
69.5,female,0.95,18.6649
70.5,female,0.95,18.72064
71.5,female,0.95,18.77829
72.5,female,0.95,18.83778
73.5,female,0.95,18.89907
74.5,female,0.95,18.96211
75.5,female,0.95,19.02685
76.5,female,0.95,19.09324
77.5,female,0.95,19.16123
78.5,female,0.95,19.23077
79.5,female,0.95,19.30182
80.5,female,0.95,19.37432
81.5,female,0.95,19.44822
82.5,female,0.95,19.52349
83.5,female,0.95,19.60008
84.5,female,0.95,19.67794
85.5,female,0.95,19.75702
86.5,female,0.95,19.83728
87.5,female,0.95,19.91867
88.5,female,0.95,20.00116
89.5,female,0.95,20.08469
90.5,female,0.95,20.16923
91.5,female,0.95,20.25473
92.5,female,0.95,20.34116
93.5,female,0.95,20.42846
94.5,female,0.95,20.51661
95.5,female,0.95,20.60555
96.5,female,0.95,20.69525
97.5,female,0.95,20.78568
98.5,female,0.95,20.87678
99.5,female,0.95,20.96853
100.5,female,0.95,21.06089
101.5,female,0.95,21.15381
102.5,female,0.95,21.24727
103.5,female,0.95,21.34123
104.5,female,0.95,21.43565
105.5,female,0.95,21.53049
106.5,female,0.95,21.62573
107.5,female,0.95,21.72133
108.5,female,0.95,21.81725
109.5,female,0.95,21.91347
110.5,female,0.95,22.00996
111.5,female,0.95,22.10667
112.5,female,0.95,22.20358
113.5,female,0.95,22.30066
114.5,female,0.95,22.39789
115.5,female,0.95,22.49522
116.5,female,0.95,22.59264
117.5,female,0.95,22.69011
118.5,female,0.95,22.78761
119.5,female,0.95,22.88511
120.5,female,0.95,22.98258
121.5,female,0.95,23.08
122.5,female,0.95,23.17734
123.5,female,0.95,23.27458
124.5,female,0.95,23.3717
125.5,female,0.95,23.46867
126.5,female,0.95,23.56546
127.5,female,0.95,23.66206
128.5,female,0.95,23.75845
129.5,female,0.95,23.8546
130.5,female,0.95,23.95049
131.5,female,0.95,24.0461
132.5,female,0.95,24.14141
133.5,female,0.95,24.23641
134.5,female,0.95,24.33108
135.5,female,0.95,24.42539
136.5,female,0.95,24.51933
137.5,female,0.95,24.61288
138.5,female,0.95,24.70603
139.5,female,0.95,24.79876
140.5,female,0.95,24.89106
141.5,female,0.95,24.98291
142.5,female,0.95,25.0743
143.5,female,0.95,25.16522
144.5,female,0.95,25.25564
145.5,female,0.95,25.34557
146.5,female,0.95,25.43498
147.5,female,0.95,25.52387
148.5,female,0.95,25.61223
149.5,female,0.95,25.70005
150.5,female,0.95,25.78731
151.5,female,0.95,25.87401
152.5,female,0.95,25.96013
153.5,female,0.95,26.04568
154.5,female,0.95,26.13065
155.5,female,0.95,26.21502
156.5,female,0.95,26.2988
157.5,female,0.95,26.38197
158.5,female,0.95,26.46453
159.5,female,0.95,26.54648
160.5,female,0.95,26.62782
161.5,female,0.95,26.70853
162.5,female,0.95,26.78862
163.5,female,0.95,26.86808
164.5,female,0.95,26.94692
165.5,female,0.95,27.02513
166.5,female,0.95,27.1027
167.5,female,0.95,27.17965
168.5,female,0.95,27.25597
169.5,female,0.95,27.33167
170.5,female,0.95,27.40673
171.5,female,0.95,27.48118
172.5,female,0.95,27.555
173.5,female,0.95,27.6282
174.5,female,0.95,27.70079
175.5,female,0.95,27.77277
176.5,female,0.95,27.84414
177.5,female,0.95,27.91491
178.5,female,0.95,27.98509
179.5,female,0.95,28.05468
180.5,female,0.95,28.12369
181.5,female,0.95,28.19213
182.5,female,0.95,28.26
183.5,female,0.95,28.32732
184.5,female,0.95,28.39408
185.5,female,0.95,28.46031
186.5,female,0.95,28.52602
187.5,female,0.95,28.5912
188.5,female,0.95,28.65588
189.5,female,0.95,28.72007
190.5,female,0.95,28.78378
191.5,female,0.95,28.84702
192.5,female,0.95,28.90981
193.5,female,0.95,28.97215
194.5,female,0.95,29.03407
195.5,female,0.95,29.09558
196.5,female,0.95,29.1567
197.5,female,0.95,29.21743
198.5,female,0.95,29.27781
199.5,female,0.95,29.33784
200.5,female,0.95,29.39755
201.5,female,0.95,29.45695
202.5,female,0.95,29.51606
203.5,female,0.95,29.57491
204.5,female,0.95,29.6335
205.5,female,0.95,29.69187
206.5,female,0.95,29.75004
207.5,female,0.95,29.80802
208.5,female,0.95,29.86584
209.5,female,0.95,29.92352
210.5,female,0.95,29.98109
211.5,female,0.95,30.03857
212.5,female,0.95,30.09599
213.5,female,0.95,30.15337
214.5,female,0.95,30.21074
215.5,female,0.95,30.26812
216.5,female,0.95,30.32554
217.5,female,0.95,30.38304
218.5,female,0.95,30.44063
219.5,female,0.95,30.49835
220.5,female,0.95,30.55623
221.5,female,0.95,30.6143
222.5,female,0.95,30.6726
223.5,female,0.95,30.73114
224.5,female,0.95,30.78997
225.5,female,0.95,30.84911
226.5,female,0.95,30.90861
227.5,female,0.95,30.96849
228.5,female,0.95,31.0288
229.5,female,0.95,31.08956
230.5,female,0.95,31.15082
231.5,female,0.95,31.21261
232.5,female,0.95,31.27496
233.5,female,0.95,31.33793
234.5,female,0.95,31.40154
235.5,female,0.95,31.46583
236.5,female,0.95,31.53085
237.5,female,0.95,31.59664
238.5,female,0.95,31.66324
239.5,female,0.95,31.73069
240,female,0.95,31.76474
240.5,female,0.95,31.79903
24,male,0.97,19.85986
24.5,male,0.97,19.79194
25.5,male,0.97,19.66102
26.5,male,0.97,19.53658
27.5,male,0.97,19.41849
28.5,male,0.97,19.30665
29.5,male,0.97,19.20097
30.5,male,0.97,19.10132
31.5,male,0.97,19.00761
32.5,male,0.97,18.91973
33.5,male,0.97,18.83758
34.5,male,0.97,18.76106
35.5,male,0.97,18.69006
36.5,male,0.97,18.62449
37.5,male,0.97,18.56425
38.5,male,0.97,18.50924
39.5,male,0.97,18.45938
40.5,male,0.97,18.41456
41.5,male,0.97,18.37469
42.5,male,0.97,18.33969
43.5,male,0.97,18.30947
44.5,male,0.97,18.28393
45.5,male,0.97,18.263
46.5,male,0.97,18.24658
47.5,male,0.97,18.23459
48.5,male,0.97,18.22694
49.5,male,0.97,18.22354
50.5,male,0.97,18.22431
51.5,male,0.97,18.22915
52.5,male,0.97,18.23799
53.5,male,0.97,18.25071
54.5,male,0.97,18.26725
55.5,male,0.97,18.2875
56.5,male,0.97,18.31136
57.5,male,0.97,18.33875
58.5,male,0.97,18.36957
59.5,male,0.97,18.40373
60.5,male,0.97,18.44112
61.5,male,0.97,18.48166
62.5,male,0.97,18.52525
63.5,male,0.97,18.57179
64.5,male,0.97,18.6212
65.5,male,0.97,18.67337
66.5,male,0.97,18.72823
67.5,male,0.97,18.78569
68.5,male,0.97,18.84564
69.5,male,0.97,18.90802
70.5,male,0.97,18.97273
71.5,male,0.97,19.03969
72.5,male,0.97,19.10882
73.5,male,0.97,19.18005
74.5,male,0.97,19.25329
75.5,male,0.97,19.32847
76.5,male,0.97,19.40551
77.5,male,0.97,19.48434
78.5,male,0.97,19.5649
79.5,male,0.97,19.6471
80.5,male,0.97,19.73089
81.5,male,0.97,19.81619
82.5,male,0.97,19.90294
83.5,male,0.97,19.99107
84.5,male,0.97,20.08052
85.5,male,0.97,20.17123
86.5,male,0.97,20.26314
87.5,male,0.97,20.35618
88.5,male,0.97,20.45031
89.5,male,0.97,20.54545
90.5,male,0.97,20.64155
91.5,male,0.97,20.73856
92.5,male,0.97,20.83643
93.5,male,0.97,20.93509
94.5,male,0.97,21.03449
95.5,male,0.97,21.13459
96.5,male,0.97,21.23532
97.5,male,0.97,21.33665
98.5,male,0.97,21.43852
99.5,male,0.97,21.54088
100.5,male,0.97,21.64368
101.5,male,0.97,21.74689
102.5,male,0.97,21.85044
103.5,male,0.97,21.9543
104.5,male,0.97,22.05842
105.5,male,0.97,22.16276
106.5,male,0.97,22.26727
107.5,male,0.97,22.37192
108.5,male,0.97,22.47666
109.5,male,0.97,22.58145
110.5,male,0.97,22.68625
111.5,male,0.97,22.79103
112.5,male,0.97,22.89575
113.5,male,0.97,23.00036
114.5,male,0.97,23.10484
115.5,male,0.97,23.20915
116.5,male,0.97,23.31326
117.5,male,0.97,23.41712
118.5,male,0.97,23.52071
119.5,male,0.97,23.624
120.5,male,0.97,23.72696
121.5,male,0.97,23.82955
122.5,male,0.97,23.93175
123.5,male,0.97,24.03353
124.5,male,0.97,24.13486
125.5,male,0.97,24.23571
126.5,male,0.97,24.33606
127.5,male,0.97,24.43589
128.5,male,0.97,24.53516
129.5,male,0.97,24.63386
130.5,male,0.97,24.73197
131.5,male,0.97,24.82945
132.5,male,0.97,24.9263
133.5,male,0.97,25.02249
134.5,male,0.97,25.11801
135.5,male,0.97,25.21283
136.5,male,0.97,25.30693
137.5,male,0.97,25.40031
138.5,male,0.97,25.49294
139.5,male,0.97,25.58481
140.5,male,0.97,25.67591
141.5,male,0.97,25.76623
142.5,male,0.97,25.85575
143.5,male,0.97,25.94446
144.5,male,0.97,26.03234
145.5,male,0.97,26.11941
146.5,male,0.97,26.20563
147.5,male,0.97,26.29101
148.5,male,0.97,26.37553
149.5,male,0.97,26.4592
150.5,male,0.97,26.54201
151.5,male,0.97,26.62395
152.5,male,0.97,26.70501
153.5,male,0.97,26.78521
154.5,male,0.97,26.86453
155.5,male,0.97,26.94297
156.5,male,0.97,27.02054
157.5,male,0.97,27.09724
158.5,male,0.97,27.17307
159.5,male,0.97,27.24802
160.5,male,0.97,27.32211
161.5,male,0.97,27.39534
162.5,male,0.97,27.46771
163.5,male,0.97,27.53924
164.5,male,0.97,27.60992
165.5,male,0.97,27.67977
166.5,male,0.97,27.74879
167.5,male,0.97,27.817
168.5,male,0.97,27.88441
169.5,male,0.97,27.95102
170.5,male,0.97,28.01686
171.5,male,0.97,28.08193
172.5,male,0.97,28.14624
173.5,male,0.97,28.20983
174.5,male,0.97,28.27269
175.5,male,0.97,28.33484
176.5,male,0.97,28.39632
177.5,male,0.97,28.45712
178.5,male,0.97,28.51728
179.5,male,0.97,28.57682
180.5,male,0.97,28.63575
181.5,male,0.97,28.6941
182.5,male,0.97,28.75189
183.5,male,0.97,28.80915
184.5,male,0.97,28.8659
185.5,male,0.97,28.92217
186.5,male,0.97,28.97798
187.5,male,0.97,29.03337
188.5,male,0.97,29.08835
189.5,male,0.97,29.14297
190.5,male,0.97,29.19725
191.5,male,0.97,29.25123
192.5,male,0.97,29.30493
193.5,male,0.97,29.35838
194.5,male,0.97,29.41164
195.5,male,0.97,29.46472
196.5,male,0.97,29.51767
197.5,male,0.97,29.57051
198.5,male,0.97,29.6233
199.5,male,0.97,29.67606
200.5,male,0.97,29.72885
201.5,male,0.97,29.78169
202.5,male,0.97,29.83463
203.5,male,0.97,29.88771
204.5,male,0.97,29.94097
205.5,male,0.97,29.99447
206.5,male,0.97,30.04824
207.5,male,0.97,30.10232
208.5,male,0.97,30.15677
209.5,male,0.97,30.21164
210.5,male,0.97,30.26696
211.5,male,0.97,30.3228
212.5,male,0.97,30.3792
213.5,male,0.97,30.4362
214.5,male,0.97,30.49387
215.5,male,0.97,30.55225
216.5,male,0.97,30.6114
217.5,male,0.97,30.67137
218.5,male,0.97,30.73222
219.5,male,0.97,30.794
220.5,male,0.97,30.85677
221.5,male,0.97,30.92058
222.5,male,0.97,30.9855
223.5,male,0.97,31.05158
224.5,male,0.97,31.11888
225.5,male,0.97,31.18746
226.5,male,0.97,31.25739
227.5,male,0.97,31.32872
228.5,male,0.97,31.40152
229.5,male,0.97,31.47585
230.5,male,0.97,31.55178
231.5,male,0.97,31.62937
232.5,male,0.97,31.70868
233.5,male,0.97,31.78979
234.5,male,0.97,31.87275
235.5,male,0.97,31.95764
236.5,male,0.97,32.04453
237.5,male,0.97,32.13348
238.5,male,0.97,32.22457
239.5,male,0.97,32.31787
240,male,0.97,32.36537
240.5,male,0.97,32.41344
24,female,0.97,19.56411
24.5,female,0.97,19.51534
25.5,female,0.97,19.42198
26.5,female,0.97,19.3341
27.5,female,0.97,19.25163
28.5,female,0.97,19.17448
29.5,female,0.97,19.10255
30.5,female,0.97,19.03578
31.5,female,0.97,18.97407
32.5,female,0.97,18.91733
33.5,female,0.97,18.86548
34.5,female,0.97,18.81843
35.5,female,0.97,18.77609
36.5,female,0.97,18.73838
37.5,female,0.97,18.7052
38.5,female,0.97,18.67647
39.5,female,0.97,18.6521
40.5,female,0.97,18.632
41.5,female,0.97,18.61608
42.5,female,0.97,18.60425
43.5,female,0.97,18.59643
44.5,female,0.97,18.59253
45.5,female,0.97,18.59246
46.5,female,0.97,18.59614
47.5,female,0.97,18.60348
48.5,female,0.97,18.61441
49.5,female,0.97,18.62883
50.5,female,0.97,18.64667
51.5,female,0.97,18.66785
52.5,female,0.97,18.69229
53.5,female,0.97,18.71992
54.5,female,0.97,18.75065
55.5,female,0.97,18.78441
56.5,female,0.97,18.82113
57.5,female,0.97,18.86074
58.5,female,0.97,18.90315
59.5,female,0.97,18.94832
60.5,female,0.97,18.99615
61.5,female,0.97,19.04659
62.5,female,0.97,19.09957
63.5,female,0.97,19.15501
64.5,female,0.97,19.21286
65.5,female,0.97,19.27305
66.5,female,0.97,19.33552
67.5,female,0.97,19.4002
68.5,female,0.97,19.46703
69.5,female,0.97,19.53594
70.5,female,0.97,19.60689
71.5,female,0.97,19.6798
72.5,female,0.97,19.75462
73.5,female,0.97,19.83129
74.5,female,0.97,19.90976
75.5,female,0.97,19.98995
76.5,female,0.97,20.07183
77.5,female,0.97,20.15533
78.5,female,0.97,20.2404
79.5,female,0.97,20.32698
80.5,female,0.97,20.41502
81.5,female,0.97,20.50447
82.5,female,0.97,20.59528
83.5,female,0.97,20.68739
84.5,female,0.97,20.78075
85.5,female,0.97,20.87531
86.5,female,0.97,20.97103
87.5,female,0.97,21.06786
88.5,female,0.97,21.16573
89.5,female,0.97,21.26462
90.5,female,0.97,21.36447
91.5,female,0.97,21.46524
92.5,female,0.97,21.56688
93.5,female,0.97,21.66935
94.5,female,0.97,21.77259
95.5,female,0.97,21.87658
96.5,female,0.97,21.98126
97.5,female,0.97,22.0866
98.5,female,0.97,22.19255
99.5,female,0.97,22.29907
100.5,female,0.97,22.40613
101.5,female,0.97,22.51367
102.5,female,0.97,22.62168
103.5,female,0.97,22.73009
104.5,female,0.97,22.83889
105.5,female,0.97,22.94803
106.5,female,0.97,23.05747
107.5,female,0.97,23.16719
108.5,female,0.97,23.27714
109.5,female,0.97,23.3873
110.5,female,0.97,23.49762
111.5,female,0.97,23.60808
112.5,female,0.97,23.71865
113.5,female,0.97,23.82929
114.5,female,0.97,23.93997
115.5,female,0.97,24.05066
116.5,female,0.97,24.16134
117.5,female,0.97,24.27198
118.5,female,0.97,24.38254
119.5,female,0.97,24.49299
120.5,female,0.97,24.60333
121.5,female,0.97,24.71351
122.5,female,0.97,24.82351
123.5,female,0.97,24.93331
124.5,female,0.97,25.04288
125.5,female,0.97,25.15221
126.5,female,0.97,25.26126
127.5,female,0.97,25.37002
128.5,female,0.97,25.47846
129.5,female,0.97,25.58657
130.5,female,0.97,25.69432
131.5,female,0.97,25.80169
132.5,female,0.97,25.90868
133.5,female,0.97,26.01525
134.5,female,0.97,26.12139
135.5,female,0.97,26.22709
136.5,female,0.97,26.33233
137.5,female,0.97,26.43709
138.5,female,0.97,26.54136
139.5,female,0.97,26.64513
140.5,female,0.97,26.74838
141.5,female,0.97,26.8511
142.5,female,0.97,26.95328
143.5,female,0.97,27.0549
144.5,female,0.97,27.15596
145.5,female,0.97,27.25645
146.5,female,0.97,27.35636
147.5,female,0.97,27.45567
148.5,female,0.97,27.55439
149.5,female,0.97,27.6525
150.5,female,0.97,27.75
151.5,female,0.97,27.84688
152.5,female,0.97,27.94314
153.5,female,0.97,28.03877
154.5,female,0.97,28.13377
155.5,female,0.97,28.22813
156.5,female,0.97,28.32185
157.5,female,0.97,28.41494
158.5,female,0.97,28.50739
159.5,female,0.97,28.59919
160.5,female,0.97,28.69036
161.5,female,0.97,28.78088
162.5,female,0.97,28.87077
163.5,female,0.97,28.96002
164.5,female,0.97,29.04864
165.5,female,0.97,29.13663
166.5,female,0.97,29.22399
167.5,female,0.97,29.31073
168.5,female,0.97,29.39686
169.5,female,0.97,29.48237
170.5,female,0.97,29.56729
171.5,female,0.97,29.6516
172.5,female,0.97,29.73533
173.5,female,0.97,29.81848
174.5,female,0.97,29.90107
175.5,female,0.97,29.98309
176.5,female,0.97,30.06456
177.5,female,0.97,30.1455
178.5,female,0.97,30.22591
179.5,female,0.97,30.3058
180.5,female,0.97,30.3852
181.5,female,0.97,30.46411
182.5,female,0.97,30.54255
183.5,female,0.97,30.62053
184.5,female,0.97,30.69807
185.5,female,0.97,30.77519
186.5,female,0.97,30.8519
187.5,female,0.97,30.92822
188.5,female,0.97,31.00417
189.5,female,0.97,31.07976
190.5,female,0.97,31.15502
191.5,female,0.97,31.22997
192.5,female,0.97,31.30462
193.5,female,0.97,31.379
194.5,female,0.97,31.45314
195.5,female,0.97,31.52704
196.5,female,0.97,31.60075
197.5,female,0.97,31.67427
198.5,female,0.97,31.74764
199.5,female,0.97,31.82088
200.5,female,0.97,31.89401
201.5,female,0.97,31.96706
202.5,female,0.97,32.04007
203.5,female,0.97,32.11305
204.5,female,0.97,32.18603
205.5,female,0.97,32.25905
206.5,female,0.97,32.33212
207.5,female,0.97,32.40529
208.5,female,0.97,32.47859
209.5,female,0.97,32.55204
210.5,female,0.97,32.62567
211.5,female,0.97,32.69952
212.5,female,0.97,32.77362
213.5,female,0.97,32.84802
214.5,female,0.97,32.92272
215.5,female,0.97,32.99779
216.5,female,0.97,33.07324
217.5,female,0.97,33.14912
218.5,female,0.97,33.22546
219.5,female,0.97,33.30231
220.5,female,0.97,33.37969
221.5,female,0.97,33.45766
222.5,female,0.97,33.53624
223.5,female,0.97,33.61548
224.5,female,0.97,33.69542
225.5,female,0.97,33.77609
226.5,female,0.97,33.85756
227.5,female,0.97,33.93984
228.5,female,0.97,34.023
229.5,female,0.97,34.10707
230.5,female,0.97,34.1921
231.5,female,0.97,34.27814
232.5,female,0.97,34.36522
233.5,female,0.97,34.45341
234.5,female,0.97,34.54273
235.5,female,0.97,34.63326
236.5,female,0.97,34.72503
237.5,female,0.97,34.8181
238.5,female,0.97,34.9125
239.5,female,0.97,35.00831
240,female,0.97,35.05675
240.5,female,0.97,35.10556
